,sum_I_new,max_I_now
scenario_623,3181456.1469355277,761370.8589003939
scenario_624,3784476.140209988,924295.823437623
scenario_625,2017337.448362906,426002.3603155867
scenario_626,6412421.634008896,1650313.6688867486
scenario_627,4217021.027449809,1061240.3485874762
scenario_628,3750270.412483699,927497.1106128708
scenario_629,4266501.216553245,1061240.3485874762
scenario_630,823933.8582858706,151555.58663378403
scenario_631,1427444.8793946023,280263.92756964447
scenario_632,699857.4606904124,126529.72353109512
scenario_633,467220.4329481577,58041.10435319027
scenario_634,390801.44007293374,46042.84173572689
scenario_635,215619.83574794995,40796.22564669544
scenario_636,551471.692832401,75186.17428970861
scenario_637,668842.013194137,86122.10966888862
scenario_638,743462.5984780805,103686.50594103118
scenario_639,440526.6262456213,73253.66513501399
scenario_640,1842120.8443398387,407976.3857529661
scenario_641,2443836.9105711933,564070.543163645
scenario_642,283542.22225305444,47468.59490156613
scenario_643,1842120.8443398387,407976.3857529661
scenario_644,1895606.5183320777,422151.136186656
scenario_645,295026.82633824175,47677.26865334465
scenario_646,2504598.6143832873,580330.6722676111
scenario_647,395984.77925977815,61436.739697205645
scenario_648,392074.3641021335,61339.33633211851
scenario_649,401854.7406768045,61436.739697205645
scenario_650,2043041.7233609008,431966.53385554
scenario_651,2720360.556379559,613697.1580269199
scenario_652,4005555.620725516,982202.7204301724
scenario_653,2096521.9540129998,446143.9508198789
scenario_654,2110009.288085372,449719.6169883654
scenario_655,4090282.707053727,1004243.164712942
scenario_656,2828743.080180984,641082.4086025592
scenario_657,5083363.511008575,1278466.036462467
scenario_658,5006114.625534115,1257864.9816571767
scenario_659,5084733.722234915,1278466.036462467
scenario_660,3898909.1660688897,975839.4120245004
scenario_661,5435532.42161252,1411997.2579167776
scenario_662,3000046.9927480766,730355.6071860114
scenario_663,3898909.1660688897,975839.4120245004
scenario_664,4693514.266243935,1186089.0965421123
scenario_665,3742739.034798136,929376.4050655476
scenario_666,6125287.153638263,1588582.2419354846
scenario_667,5192917.879483599,1339448.8353859289
scenario_668,4496060.598964378,1159711.50312551
scenario_669,5192917.879483599,1339448.8353859289
scenario_670,660479.8853460876,85644.78962078625
scenario_671,852745.1304461707,124842.84835808424
scenario_672,618169.0356254964,76964.9175021619
scenario_673,684591.7884499831,91983.17435635588
scenario_674,468784.329244627,70219.94392599251
scenario_675,453212.70103947265,68903.43270168544
scenario_676,621117.4978037104,78339.31741969577
scenario_677,561496.1508028347,77879.21404488738
scenario_678,816096.301959373,116933.84052319745
scenario_679,576449.5065695622,77879.21404488738
scenario_680,1863045.6626262832,388223.5454891738
scenario_681,1535717.7137543242,308470.9511335152
scenario_682,1652167.6808053246,334241.2353237409
scenario_683,1521185.5091274811,312307.9671624907
scenario_684,1926149.1398306205,404877.9173160842
scenario_685,1125522.8454717833,204510.4504081281
scenario_686,1142539.134957082,213650.71534009383
scenario_687,1445321.3829933184,287280.6426932247
scenario_688,777641.5661783584,115515.94970871416
scenario_689,805166.8915626346,122779.32722528306
scenario_690,2515211.013499758,599436.6224869577
scenario_691,1565584.0844887155,316629.9457967915
scenario_692,7605547.99712125,1981125.686973152
scenario_693,2519363.300805365,599436.6224869577
scenario_694,2555666.626433899,610084.8698868139
scenario_695,7648244.367697468,1991701.7285585215
scenario_696,1605294.6194445228,325980.9765524746
scenario_697,6513588.908009685,1676691.293325316
scenario_698,6460158.175646266,1662844.727099571
scenario_699,6513588.908009685,1676691.293325316
scenario_700,5323978.991808856,1342368.8904272532
scenario_701,4471120.458125463,1108590.7260598051
scenario_702,4124157.966053577,1016978.2335262012
scenario_703,5323879.246624846,1342368.8904272532
scenario_704,4463260.965079438,1114958.2677435582
scenario_705,3285704.3393635857,796688.6404694831
scenario_706,3578458.023960524,870506.5240279989
scenario_707,2494162.6966104875,573559.8598647777
scenario_708,3279490.1363336886,787977.6026596825
scenario_709,2481396.5123579334,573559.8598647777
scenario_710,394143.92937928793,61043.57553925126
scenario_711,299847.24836183543,49431.562123301774
scenario_712,351916.57059200254,58589.643144648064
scenario_713,585387.4802676181,76974.85357207162
scenario_714,632283.0070067304,85695.66562762768
scenario_715,995587.9117353833,185054.9759711647
scenario_716,851854.7731210783,155985.1243498348
scenario_717,432982.49483913794,50265.1865182305
scenario_718,417923.3400680859,50533.25322309036
scenario_719,790686.7324545672,143733.31635385193
scenario_720,718394.7248083781,99370.64396376604
scenario_721,3057686.0371549316,739325.0631027247
scenario_722,407752.7826942752,61887.65838927016
scenario_723,694543.2936122688,97101.40539130216
scenario_724,1115914.478634721,201888.21504474577
scenario_725,388511.72871927597,62793.94050046735
scenario_726,3851142.174610662,953253.9575079852
scenario_727,1690515.5255001723,335202.7509100055
scenario_728,1032555.3199496155,178605.88190983512
scenario_729,1431383.854123634,282383.1967252432
scenario_730,1634687.293866348,340347.6473045358
scenario_731,437897.32731257664,65318.06515274484
scenario_732,2890987.802806885,691573.2392035818
scenario_733,1744346.9810855659,354073.2329802251
scenario_734,1237112.6383102592,233378.04247226947
scenario_735,2300153.1371271512,528867.0245488528
scenario_736,416587.2896443726,64669.19432546423
scenario_737,515523.2419506404,69500.73795326207
scenario_738,799542.6692483043,120346.05342925724
scenario_739,554911.5870193434,69500.73795326207
scenario_740,7977387.85984551,2087599.312141494
scenario_741,3626617.161144568,881270.9169179245
scenario_742,6839039.4366792245,1791201.0541183744
scenario_743,7977387.85984551,2087599.312141494
scenario_744,8016988.278083351,2097073.223330282
scenario_745,6881987.943767427,1802273.440632302
scenario_746,3692824.1528011984,899503.8670832772
scenario_747,2456769.8387094405,559033.313119121
scenario_748,2374473.0255962317,543688.4088970686
scenario_749,2431437.86562073,559033.313119121
scenario_750,1430987.4064855524,275262.5241535482
scenario_751,5435965.612618537,1409014.520300778
scenario_752,1169183.3448432356,204070.7712485474
scenario_753,1763372.0252420073,360377.7464913388
scenario_754,1483306.409526698,288899.0677462842
scenario_755,1699137.2753744703,344820.6399439244
scenario_756,5546581.493612187,1422834.0019992676
scenario_757,4877980.08927031,1254238.3292147026
scenario_758,4918815.608974098,1240398.8450433272
scenario_759,4976782.960697965,1254238.3292147026
scenario_760,2325090.669934176,529918.4843855354
scenario_761,6149689.32637074,1582398.1891325312
scenario_762,584066.260717666,74298.44736622817
scenario_763,2326304.285392759,529918.4843855354
scenario_764,1683350.2220956646,357055.5499308782
scenario_765,512816.5064331864,74263.8113966661
scenario_766,5478785.778681131,1409700.011873838
scenario_767,2196082.797514271,512316.0945874572
scenario_768,2780683.629702451,655404.8938737503
scenario_769,2228897.917635433,512316.0945874572
scenario_770,2535820.1300172512,599034.95949966
scenario_771,590563.6876621384,75632.47932434604
scenario_772,4269048.3383809365,1082439.9230766718
scenario_773,2720354.075180015,620349.752138543
scenario_774,3240983.171436337,782572.3576874735
scenario_775,5114629.8264579885,1293841.135628212
scenario_776,1491592.4357590992,297284.43878941366
scenario_777,1649477.4344978342,342856.596045497
scenario_778,1230114.6504224527,223292.87675028184
scenario_779,1906567.6827778672,401624.883764316
scenario_780,1944380.9679712227,427189.93837889686
scenario_781,479714.023289932,60255.8783464205
scenario_782,4512073.0722957235,1124479.7092300104
scenario_783,1942641.6385399976,427189.93837889686
scenario_784,1995043.36884531,440850.9565424658
scenario_785,4583321.29075447,1143419.777828234
scenario_786,487977.3182101484,60400.25025396999
scenario_787,1736178.3043535007,377919.4585560789
scenario_788,1682339.8072576467,363583.33264109615
scenario_789,1736178.3043535007,377919.4585560789
scenario_790,317750.61509634455,47537.47908544424
scenario_791,867921.0107186579,120522.75450444472
scenario_792,387981.66419251036,54233.3297230469
scenario_793,290734.9509059478,47537.47908544424
scenario_794,326350.7759440784,47606.54973384676
scenario_795,366489.51770714595,54380.652836047535
scenario_796,825047.2785401088,109108.18383227896
scenario_797,1227668.3908736322,216997.34184418927
scenario_798,1160539.0184917396,201338.78140110284
scenario_799,1188840.739495061,208775.7969995411
scenario_800,737723.2361151106,112084.32763219246
scenario_801,1495539.5509482236,303598.5856019923
scenario_802,1199763.6342798155,235645.92951739032
scenario_803,1262845.1203482596,250461.00138932103
scenario_804,482077.31776828546,62270.34870749532
scenario_805,929229.0027939915,158894.6912381065
scenario_806,1244930.5386841637,226348.4801676313
scenario_807,1587528.0571225223,330507.9948669441
scenario_808,2389875.804130377,528719.1389978254
scenario_809,1663596.286855354,338205.6365651297
scenario_810,1115456.2640411283,184629.5226629546
scenario_811,2510609.8677227623,570782.2627160959
scenario_812,1271732.2416406604,226375.06058871796
scenario_813,954518.6172222185,143624.42292572907
scenario_814,816527.9314235079,106094.3126425103
scenario_815,870218.9998442593,128997.02380644108
scenario_816,1975888.1550909558,450140.5443026317
scenario_817,2453094.3198023275,578375.280219928
scenario_818,2899781.5597177898,706569.1412358343
scenario_819,2413605.5075844936,578375.280219928
scenario_820,6176131.411668144,1594419.819249406
scenario_821,3941885.775729285,972038.9969533792
scenario_822,4144894.229619308,1046975.1137645117
scenario_823,6176131.411668144,1594419.819249406
scenario_824,5536317.090935132,1430582.9270216771
scenario_825,3533794.2219466725,883097.0194448357
scenario_826,3190356.677252529,770607.7252879231
scenario_827,1570006.217847719,324112.7475462161
scenario_828,2140168.183561694,467260.9948254508
scenario_829,1593791.844948958,324119.10676133394
scenario_830,840424.9739467397,124513.77579303012
scenario_831,531962.827072998,67952.1241690145
scenario_832,2964590.986874356,701907.5176298844
scenario_833,522891.97171788587,77046.66766794951
scenario_834,1370251.5023245174,263401.8057556753
scenario_835,3920971.8280776367,958444.9257682748
scenario_836,418507.2591227154,59044.37569044041
scenario_837,2567847.918145221,596465.2289761218
scenario_838,1747877.200803042,379215.2033732403
scenario_839,2562230.0772056757,596465.2289761218
scenario_840,3069965.9659705325,733194.869101408
scenario_841,906094.9783125741,162515.0823695503
scenario_842,1212754.0561600113,224654.8667146253
scenario_843,3069965.9659705325,733194.869101408
scenario_844,3514034.058940207,852382.3402172828
scenario_845,1464578.7072290007,293232.55002265173
scenario_846,1145635.0112306662,225418.30389543925
scenario_847,396933.9476268662,52651.67125241321
scenario_848,321716.78023532656,51124.09549461569
scenario_849,389786.29816621233,52651.67125241321
scenario_850,5340760.662576576,1401794.86409113
scenario_851,1196146.646635229,221317.7244743392
scenario_852,4066363.327853139,1054822.1787863676
scenario_853,5340614.9866748,1401794.86409113
scenario_854,5703792.399102389,1490677.9489901485
scenario_855,4419964.4320281455,1142300.9609338525
scenario_856,1507697.8944784764,305853.6223897185
scenario_857,911104.9985444194,135869.71502572537
scenario_858,722262.9608367083,89284.82318311562
scenario_859,907401.1777046674,135114.937178954
scenario_860,3444527.3422665712,843446.0604484386
scenario_861,3528330.8785103117,867332.4937851578
scenario_862,2079842.0410132064,448597.5245591956
scenario_863,3442011.392699068,843446.0604484386
scenario_864,3889655.5934600853,961355.7500048043
scenario_865,2429464.615908368,540269.9250030633
scenario_866,3970024.040521786,984797.4316427828
scenario_867,2514282.096816142,562490.025677587
scenario_868,2125669.1003323356,463537.451988112
scenario_869,2494082.346385187,558686.5160410731
scenario_870,581453.3910771906,67973.91532166975
scenario_871,592447.4718904553,69457.42286370802
scenario_872,2183390.753386646,493246.6061656235
scenario_873,567608.8594537962,67973.91532166975
scenario_874,365214.4204125811,67289.04838972175
scenario_875,1281996.8400114416,251254.3327232775
scenario_876,368330.844933139,68147.0861029639
scenario_877,1314210.7854492068,259597.86673053112
scenario_878,2227264.692711602,504810.6465610744
scenario_879,1314202.5915819383,259597.86673053112
scenario_880,1564883.9896320335,324372.0033897054
scenario_881,7212660.098253989,1884123.0858452253
scenario_882,3185935.574685327,761895.1685562431
scenario_883,1548478.6905747666,324372.0033897054
scenario_884,1463087.1567836835,297674.16072144284
scenario_885,3034955.246469241,721482.0335405266
scenario_886,7114759.120813249,1859932.0295343995
scenario_887,8659022.427639175,2256660.2186236526
scenario_888,8736570.634150278,2274891.2521186727
scenario_889,8659022.427639175,2256660.2186236526
scenario_890,1358570.7800428537,267192.65755524347
scenario_891,630522.0687825177,80015.57890362486
scenario_892,1869607.3039755197,411719.94691215386
